vendor,category_level_1,category_level_2,category_level_3,highest_category,product,price in $,shipping_from,shipping_to,url,price
royalfam,Drugs and Chemicals,Ecstasy,MDMA,MDMA,🇺🇸250g platinum euro mdma🇺🇸,"4,500.00",United States,North America,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/250g-platinum-euro-mdma,4500.0
royalfam,Drugs and Chemicals,Dissociatives,Ketamine,Ketamine,🇺🇸14g ketamine shards🇺🇸,450.00,United States,North America,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/14g-ketamine-shards,450.0
royalfam,Drugs and Chemicals,Benzos,Pills,Pills,🇺🇸250x xanax bars🇺🇸,250.00,United States,North America,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/250x-xanax-bars,250.0
MarysCannabis,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,"1oz, 28g Colorado Indoor Marijuana Buds FLAME",180.00,United States,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/1oz-28g-colorado-indoor-marijuana-buds-flame,180.0
MarysCannabis,Drugs and Chemicals,Cannabis & Hash,Hash,Hash,"4grams, individual grams, Shatter, Orig Packaging",116.00,United States,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/4grams-individual-grams-shatter-orig-packaging,116.0
royalfam,Drugs and Chemicals,Dissociatives,Ketamine,Ketamine,🇺🇸56g ketamine shards🇺🇸,"1,500.00",United States,North America,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/56g-ketamine-shards,1500.0
MarysCannabis,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,7 grams Colorado Indoor Marijuana Buds Organic,54.00,United States,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/7-grams-colorado-indoor-marijuana-buds-organic,54.0
royalfam,Drugs and Chemicals,Stimulants,Cocaine,Cocaine,🇺🇸28g peruvian flake🇺🇸,"1,250.00",United States,North America,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/28g-peruvian-flake,1250.0
MarysCannabis,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,14 grams Colorado Indoor Marijuana Buds Organic,95.00,United States,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/14-grams-colorado-indoor-marijuana-buds-organic,95.0
Tollense,Drugs and Chemicals,Stimulants,Meth,Meth,Methamphetamine Powder,200.47,Germany,Europe,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/methamphetamine-powder-4,200.0
royalfam,Drugs and Chemicals,Ecstasy,MDMA,MDMA,🇺🇸7g platinum euro mdma🇺🇸,250.00,United States,North America,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/7g-platinum-euro-mdma,250.0
royalfam,Drugs and Chemicals,Ecstasy,MDMA,MDMA,🇺🇸28g platinum euro mdma🇺🇸,800.00,United States,North America,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/28g-platinum-euro-mdma,800.0
royalfam,Drugs and Chemicals,Dissociatives,Ketamine,Ketamine,🇺🇸7g ketamine shards🇺🇸,250.00,United States,North America,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/7g-ketamine-shards,250.0
royalfam,Drugs and Chemicals,Benzos,Pills,Pills,🇺🇸50x xanax bars🇺🇸,50.00,United States,North America,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/50x-xanax-bars,50.0
royalfam,Drugs and Chemicals,Stimulants,Cocaine,Cocaine,🇺🇸3.5g peruvian flake🇺🇸,200.00,United States,North America,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/35g-peruvian-flake,200.0
royalfam,Drugs and Chemicals,Stimulants,Cocaine,Cocaine,🇺🇸7g peruvian flake🇺🇸,350.00,United States,North America,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/7g-peruvian-flake,350.0
Tollense,Drugs and Chemicals,Stimulants,Meth,Meth,Methamphetamine Powder,245.82,Germany,Europe,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/methamphetamine-powder-5,246.0
royalfam,Drugs and Chemicals,Ecstasy,MDMA,MDMA,🇺🇸14g platinum euro mdma🇺🇸,450.00,United States,North America,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/14g-platinum-euro-mdma,450.0
royalfam,Drugs and Chemicals,Benzos,Pills,Pills,🇺🇸2500x xanax bars🇺🇸,"2,300.00",United States,North America,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/2500x-xanax-bars,2300.0
Tollense,Drugs and Chemicals,Stimulants,Meth,Meth,Methamphetamine Shards,107.40,Germany,Europe,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/methamphetamine-shards-2,107.0
MarysCannabis,Drugs and Chemicals,Cannabis & Hash,Hash,Hash,"35 each, 1mL THC Distillate Oral Syringes",525.00,United States,United States,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/35-each-1ml-thc-distillate-oral-syringes,525.0
Tollense,Drugs and Chemicals,Stimulants,Meth,Meth,Methamphetamine Shards,262.53,Germany,Europe,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/methamphetamine-shards-5,263.0
MarysCannabis,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,"2oz, 56g Colorado Indoor Marijuana Buds FLAME",355.00,United States,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/2oz-56g-colorado-indoor-marijuana-buds-flame,355.0
royalfam,Drugs and Chemicals,Ecstasy,MDMA,MDMA,🇺🇸1g platinum euro mdma🇺🇸,45.00,United States,North America,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/1g-platinum-euro-mdma,45.0
Tollense,Drugs and Chemicals,Stimulants,Meth,Meth,Methamphetamine Shards,214.79,Germany,Europe,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/methamphetamine-shards-4,215.0
royalfam,Drugs and Chemicals,Benzos,Pills,Pills,🇺🇸500x xanax bars🇺🇸,500.00,United States,North America,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/500x-xanax-bars,500.0
royalfam,Drugs and Chemicals,Benzos,Pills,Pills,🇺🇸1x xanax bars🇺🇸,1.00,United States,North America,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/1x-xanax-bars,1.0
royalfam,Drugs and Chemicals,Stimulants,Cocaine,Cocaine,🇺🇸1g peruvian flake🇺🇸,65.00,United States,North America,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/1g-peruvian-flake,65.0
royalfam,Drugs and Chemicals,Benzos,Pills,Pills,🇺🇸10000x xanax bars🇺🇸,"8,000.00",United States,North America,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/10000x-xanax-bars,8000.0
Tollense,Drugs and Chemicals,Stimulants,Meth,Meth,Methamphetamine Shards,29.83,Germany,Europe,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/methamphetamine-shards-1,30.0
royalfam,Drugs and Chemicals,Stimulants,Cocaine,Cocaine,🇺🇸14g peruvian flake🇺🇸,650.00,United States,North America,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/14g-peruvian-flake,650.0
Tollense,Drugs and Chemicals,Stimulants,Meth,Meth,Methamphetamine Powder,150.36,Germany,Europe,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/methamphetamine-powder-3,150.0
royalfam,Drugs and Chemicals,Ecstasy,MDMA,MDMA,🇺🇸0.1g platinum euro mdma🇺🇸,5.00,United States,North America,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/01g-platinum-euro-mdma,5.0
royalfam,Drugs and Chemicals,Dissociatives,Ketamine,Ketamine,🇺🇸3.5g ketamine shards🇺🇸,150.00,United States,North America,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/35g-ketamine-shards,150.0
royalfam,Drugs and Chemicals,Dissociatives,Ketamine,Ketamine,🇺🇸1g ketamine shards🇺🇸,45.00,United States,North America,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/1g-ketamine-shards,45.0
Tollense,Drugs and Chemicals,Stimulants,Meth,Meth,Methamphetamine Powder,100.24,Germany,Europe,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/methamphetamine-powder-2,100.0
Tollense,Drugs and Chemicals,Stimulants,Meth,Meth,Methamphetamine Powder,28.64,Germany,Europe,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/methamphetamine-powder-1,29.0
Tollense,Drugs and Chemicals,Stimulants,Meth,Meth,Methamphetamine Powder,51.31,Germany,Europe,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/methamphetamine-powder,51.0
royalfam,Drugs and Chemicals,Ecstasy,MDMA,MDMA,🇺🇸112g platinum euro mdma🇺🇸,"2,500.00",United States,North America,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/112g-platinum-euro-mdma,2500.0
MarysCannabis,Drugs and Chemicals,Cannabis & Hash,Edibles,Edibles,"THC Medibles Maijuana Infused Candies, Bite Sized",3.00,United States,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/thc-medibles-maijuana-infused-candies-bite-sized,3.0
royalfam,Drugs and Chemicals,Benzos,Pills,Pills,🇺🇸1000x xanax bars🇺🇸,"1,000.00",United States,North America,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/1000x-xanax-bars,1000.0
MarysCannabis,Drugs and Chemicals,Cannabis & Hash,Edibles,Edibles,400mg THC JUMBO Marijuana Rice Krispie Treats 420,20.00,United States,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/400mg-thc-jumbo-marijuana-rice-krispie-treats-420,20.0
MarysCannabis,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,3.5gram Colorado Indoor Marijuana Buds Organic,30.00,United States,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/35gram-colorado-indoor-marijuana-buds-organic,30.0
Tollense,Drugs and Chemicals,Stimulants,Meth,Meth,Methamphetamine Shards,53.70,Germany,Europe,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/methamphetamine-shards,54.0
MarysCannabis,Drugs and Chemicals,Cannabis & Hash,Hash,Hash,9inch Silicon Dab Straw Nectar Collector,15.00,United States,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/9inch-silicon-dab-straw-nectar-collector,15.0
royalfam,Drugs and Chemicals,Ecstasy,MDMA,MDMA,🇺🇸3.5g platinum euro mdma🇺🇸,150.00,United States,North America,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/35g-platinum-euro-mdma,150.0
royalfam,Drugs and Chemicals,Dissociatives,Ketamine,Ketamine,🇺🇸28g ketamine shards🇺🇸,850.00,United States,North America,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/28g-ketamine-shards,850.0
MarysCannabis,Drugs and Chemicals,Cannabis & Hash,Hash,Hash,"1gram 98%+ THC Distillate Syringe Vape, Eat, Smoke",19.00,United States,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/1gram-98-thc-distillate-syringe-vape-eat-smoke,19.0
royalfam,Drugs and Chemicals,Stimulants,Cocaine,Cocaine,🇺🇸56g peruvian flake🇺🇸,"2,000.00",United States,North America,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/56g-peruvian-flake,2000.0
royalfam,Drugs and Chemicals,Benzos,Pills,Pills,🇺🇸100x xanax bars🇺🇸,100.00,United States,North America,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/100x-xanax-bars,100.0
Tollense,Drugs and Chemicals,Stimulants,Meth,Meth,Methamphetamine Shards,161.10,Germany,Europe,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/methamphetamine-shards-3,161.0
royalfam,Drugs and Chemicals,Dissociatives,Ketamine,Ketamine,🇺🇸0.1g ketamine shards🇺🇸,5.00,United States,North America,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/01g-ketamine-shards,5.0
royalfam,Drugs and Chemicals,Stimulants,Cocaine,Cocaine,🇺🇸112g peruvian flake🇺🇸,"3,500.00",United States,North America,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/112g-peruvian-flake,3500.0
FGWL,Drugs and Chemicals,Stimulants,Cocaine,Cocaine,"0,5gr. Flake Cocaine 90% pure Fishscale coke",41.77,Germany,Europe,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/05gr-flake-cocaine-90-pure-fishscale-coke,42.0
maxverstappen,Drugs and Chemicals,Psychedelics,LSD,LSD,1000x California Sunshine LSD - 250 ug,"1,669.43",Netherlands,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/1000x-california-sunshine-lsd-250-ug,1669.0
maxverstappen,Drugs and Chemicals,Ecstasy,MDMA,MDMA,1 KG MDMA CHAMPAGNE 84%,"5,966.50",Netherlands,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/1-kg-mdma-champagne-84,5966.0
FGWL,Drugs and Chemicals,Ecstasy,Pills,Pills,1500x Punisher XTC Pills 300mg MDMA Silver,"1,867.51",Germany,Europe,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/1500x-punisher-xtc-pills-300mg-mdma-silver,1867.0
FGWL,Drugs and Chemicals,Opiates,Heroin,Heroin,15gr. High Quality pure HEROIN #3 Light brown,522.67,Germany,Europe,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/15gr-high-quality-pure-heroin-3-light-brown,523.0
maxverstappen,Drugs and Chemicals,Dissociatives,Ketamine,Ketamine,500 grams KETAMINE S-ISOMER HIGH QUALITY,"5,487.99",Netherlands,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/500-grams-ketamine-s-isomer-high-quality,5487.0
maxverstappen,Drugs and Chemicals,Stimulants,Meth,Meth,30 grams CRYSTAL METH (ICE) ❄️HIGH QUALITY❄️,769.68,Netherlands,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/30-grams-crystal-meth-ice-high-quality,770.0
FGWL,Drugs and Chemicals,Psychedelics,2C-B,2C-B,10000x 2C-B yellow Batman pills 25mg 2CB,"14,594.06",Germany,Europe,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/10000x-2c-b-yellow-batman-pills-25mg-2cb,14594.0
maxverstappen,Drugs and Chemicals,Stimulants,Cocaine,Cocaine,2 grams PURE UNCUT COLOMBIAN COCAINE 92%,137.23,Netherlands,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/2-grams-pure-uncut-colombian-cocaine-92,137.0
maxverstappen,Drugs and Chemicals,Stimulants,Meth,Meth,100 grams CRYSTAL METH (ICE) ❄️HIGH QUALITY❄️,"2,738.62",Netherlands,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/100-grams-crystal-meth-ice-high-quality,2738.0
maxverstappen,Drugs and Chemicals,Stimulants,Meth,Meth,3 grams CRYSTAL METH (ICE) ❄️HIGH QUALITY❄️,106.20,Netherlands,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/3-grams-crystal-meth-ice-high-quality,106.0
FGWL,Drugs and Chemicals,Stimulants,Meth,Meth,1gr. ICE / Methamphetamine 96%+ purity shards,41.77,Germany,Europe,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/1gr-ice-methamphetamine-96-purity-shards,42.0
maxverstappen,Drugs and Chemicals,,,Drugs and Chemicals,5x Anonymous LSD - 300 ug,35.80,Netherlands,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/5x-anonymous-lsd-300-ug,36.0
maxverstappen,Drugs and Chemicals,Stimulants,Cocaine,Cocaine,500 grams PURE UNCUT COLOMBIAN COCAINE 92%,"22,671.51",Netherlands,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/500-grams-pure-uncut-colombian-cocaine-92,22671.0
FGWL,Drugs and Chemicals,Psychedelics,2C-B,2C-B,7500x 2C-B yellow Batman pills 25mg 2CB,"11,401.98",Germany,Europe,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/7500x-2c-b-yellow-batman-pills-25mg-2cb,11401.0
maxverstappen,Drugs and Chemicals,Dissociatives,Ketamine,Ketamine,5 grams KETAMINE S-ISOMER HIGH QUALITY,118.14,Netherlands,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/5-grams-ketamine-s-isomer-high-quality,118.0
maxverstappen,Drugs and Chemicals,,,Drugs and Chemicals,50x Hofman LSD - 260 ug,149.16,Netherlands,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/50x-hofman-lsd-260-ug,149.0
FGWL,Drugs and Chemicals,Stimulants,Meth,Meth,10gr. ICE / Methamphetamine 96%+ purity shards,334.12,Germany,Europe,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/10gr-ice-methamphetamine-96-purity-shards,334.0
FGWL,Drugs and Chemicals,Dissociatives,Ketamine,Ketamine,75gr. Ketamine S-isomere sugar 98% pure,"1,127.67",Germany,Europe,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/75gr-ketamine-s-isomere-sugar-98-pure,1127.0
FGWL,Drugs and Chemicals,Dissociatives,Ketamine,Ketamine,1gr. Ketamine S-isomere sugar 98% pure,23.87,Germany,Europe,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/1gr-ketamine-s-isomere-sugar-98-pure,24.0
FGWL,Drugs and Chemicals,Psychedelics,2C-B,2C-B,500x 2C-B yellow Batman pills 25mg 2CB,"1,008.34",Germany,Europe,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/500x-2c-b-yellow-batman-pills-25mg-2cb,1008.0
maxverstappen,Drugs and Chemicals,Ecstasy,MDMA,MDMA,10 grams MDMA CHAMPAGNE 84%,107.40,Netherlands,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/10-grams-mdma-champagne-84,107.0
maxverstappen,Drugs and Chemicals,Psychedelics,LSD,LSD,500x California Sunshine LSD - 250 ug,894.97,Netherlands,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/500x-california-sunshine-lsd-250-ug,895.0
maxverstappen,Drugs and Chemicals,Stimulants,Cocaine,Cocaine,100 grams PURE UNCUT COLOMBIAN COCAINE 92%,"5,131.19",Netherlands,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/100-grams-pure-uncut-colombian-cocaine-92,5131.0
maxverstappen,Drugs and Chemicals,,,Drugs and Chemicals,1000x  Hofman LSD - 260 ug,"1,909.28",Netherlands,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/1000x-hofman-lsd-260-ug,1909.0
FGWL,Drugs and Chemicals,Dissociatives,Ketamine,Ketamine,100gr. Ketamine S-isomere sugar 98% pure,"1,425.99",Germany,Europe,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/100gr-ketamine-s-isomere-sugar-98-pure,1425.0
maxverstappen,Drugs and Chemicals,,,Drugs and Chemicals,25x Hofman LSD - 260 ug,89.50,Netherlands,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/25x-hofman-lsd-260-ug,90.0
FGWL,Drugs and Chemicals,Psychedelics,2C-B,2C-B,25x 2C-B yellow Batman pills 25mg 2CB,78.76,Germany,Europe,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/25x-2c-b-yellow-batman-pills-25mg-2cb,79.0
FGWL,Drugs and Chemicals,Dissociatives,Ketamine,Ketamine,50gr. Ketamine S-isomere sugar 98% pure,781.61,Germany,Europe,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/50gr-ketamine-s-isomere-sugar-98-pure,782.0
FGWL,Drugs and Chemicals,Opiates,Heroin,Heroin,25gr. High Quality pure HEROIN #3 Light brown,829.34,Germany,Europe,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/25gr-high-quality-pure-heroin-3-light-brown,829.0
FGWL,Drugs and Chemicals,Psychedelics,2C-B,2C-B,1500x 2C-B yellow Batman pills 25mg 2CB,"2,577.53",Germany,Europe,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/1500x-2c-b-yellow-batman-pills-25mg-2cb,2577.0
maxverstappen,Drugs and Chemicals,Dissociatives,Ketamine,Ketamine,50 grams KETAMINE S-ISOMER HIGH QUALITY,"1,014.30",Netherlands,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/50-grams-ketamine-s-isomer-high-quality,1014.0
SweetGreenUK,Drugs and Chemicals,Psychedelics,Mushrooms,Mushrooms,15 x 0.5g (500mg) capsules magic mushrooms,83.41,United Kingdom,United Kingdom,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/15-x-05g-500mg-capsules-magic-mushrooms,83.0
FGWL,Drugs and Chemicals,Opiates,Heroin,Heroin,3gr. High Quality pure HEROIN #3 Light brown,130.07,Germany,Europe,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/3gr-high-quality-pure-heroin-3-light-brown,130.0
maxverstappen,Drugs and Chemicals,Stimulants,Meth,Meth,20 grams CRYSTAL METH (ICE) ❄️HIGH QUALITY❄️,584.72,Netherlands,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/20-grams-crystal-meth-ice-high-quality,585.0
