vendor,category_level_1,category_level_2,category_level_3,highest_category,product,price in $,shipping_from,shipping_to
SteroidWarehouse,Drugs and Chemicals,Benzos,Pills,Pills,Xanax - 30 tb/1 mg - Galenika - expires 05/2023,54.49,Netherlands,Worldwide
NExpress,Drugs and Chemicals,Cannabis & Hash,Hash,Hash,KETAMA GOLD HASHISH | 12 gram.,192.12,Norway,Norway
cerberusuk,Drugs and Chemicals,,,Drugs and Chemicals,Iranian Oxymetholone 50mg x 100 tabs,55.00,United Kingdom,Worldwide
Coffeshop,Drugs and Chemicals,Stimulants,Cocaine,Cocaine,"listing for Blauerzwerg86   100g coke,250g cherry",054.84,Germany,Worldwide
BestBudz,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,"CALI WEED 3 x 3,5gr STRAWBERRY LEMONADE SELFMADE",326.96,Germany,Germany
jnenfrancis,Drugs and Chemicals,Cannabis & Hash,Hash,Hash,14G PP200 HASH **FREE UK DELIVERY**,165.14,United Kingdom,Worldwide
OPENLINE,Drugs and Chemicals,Dissociatives,Ketamine,Ketamine,OPENLINE HIGH PURITY Ketamine Needles (112 Gram),947.75,United Kingdom,United Kingdom
Hofmanncrew,Drugs and Chemicals,Psychedelics,LSD,LSD,[PROMO] 25x 200ug THE HOLY FAMILY,45.40,Netherlands,Worldwide
DarkPost,Drugs and Chemicals,,,Drugs and Chemicals,"25 - 12.5""x9.5"" brown, padded envelope w/ tracking",5.00,United States,United States
StrainPirate,Drugs and Chemicals,Cannabis & Hash,Hash,Hash,14g Premium Hybrid Kief,71.00,United States,United States
NextLevel,Drugs and Chemicals,Dissociatives,Ketamine,Ketamine,5 Gram Ketamine - WorldWide Shipping!,102.93,Netherlands,Worldwide
RoyalMailer,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,1g Pink Lemonade HQ NDD UK2UK,21.17,United Kingdom,United Kingdom
loveloyalty,Drugs and Chemicals,Ecstasy,,Ecstasy,100 XTC  220 MG HQ,157.43,Germany,Europe
jimmjoness,Drugs and Chemicals,Stimulants,Meth,Meth,10 Gr Crystal-Meth,217.97,,Worldwide
WA2018,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,1oz/28g Bubba Kush AAA+ INDOOR WEED,125.00,United States,United States
MadeInFrance,Drugs and Chemicals,Stimulants,,Stimulants,Eli (Tadalafil) 5 x 20 mg,19.38,France,Worldwide
The_High_Collective,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,"1/8 OZ White Runts 27% THC INDOOR, DANK ALERT",45.00,United States,"Europe, North America"
evergreens,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,1G Bubba Island Kush,15.00,Spain,Europe
teknofuture,Drugs and Chemicals,Opiates,,Opiates,2G RAW Spanish,60.55,Spain,Worldwide
California420Service,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,SUNDAY BREATH Calipack 28g AAA Premium Cannabis,240.00,United States,Worldwide
El-Chapo,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,7g Bubblegum Kush [SPECIAL OFFER]  NDD UK -,95.98,United Kingdom,United Kingdom
BestBudz,Drugs and Chemicals,Cannabis & Hash,Seeds,Seeds,BRUCE BANNER 10 x SEEDS - FEMINIZED - CALI USA,36.33,Germany,Germany
Trapgod,Drugs and Chemicals,Psychedelics,DMT,DMT,1g DMT highest QUALITY on ToRReZ HANDS DOWN,157.43,Germany,Worldwide
Hasbro,Drugs and Chemicals,Psychedelics,LSD,LSD,500x - LSD 250UG ALBERT HOFMANN - BLOTTERS,893.69,Germany,Europe
NarcoGuerrilla,Drugs and Chemicals,Psychedelics,Mescaline,Mescaline,1 Gram - Methaqualone - Ludes - Qualudes,320.00,,Worldwide
CafeNero,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,7G Top Quality Shatter Grade (A) USA-USA,300.00,United States,United States
SteroidsParadize,Drugs and Chemicals,Steroids,,Steroids,Nandrolone phenyl. / NPP Hilma Biocare,41.17,Lithuania,Worldwide
CocaColaCompany,Drugs and Chemicals,Stimulants,Speed,Speed,SPEED AMPHETAMINE PASTE 74% / 25 GRAMS / AAA+ HQ,42.38,Germany,Worldwide
cheshirecat82,Drugs and Chemicals,Psychedelics,LSD,LSD,10 hits at 110ug of 99.8% pure LSD,50.00,United States,United States
cannaland,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,REAL EXOTIC Whte Guava 7g,150.00,United States,United States
cannadepot,Drugs and Chemicals,,,Drugs and Chemicals,Mr. Whiskers 1 Full Gram Hybrid - Dog Walker OG,65.00,,United States
CanadaGoodies,Drugs and Chemicals,Stimulants,Meth,Meth,5g - 96% Clear Crystal Meth,160.00,Canada,Worldwide
pureau,Drugs and Chemicals,Stimulants,Cocaine,Cocaine,14G COCAINE BOLIVIAN PEARL - PURE UNCUT 90%+,204.45,Australia,Australia
TheHappyBear,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,OG KUSH X CHEESE - CHEESE OG - GROWN BY US - 28g,282.28,United Kingdom,Worldwide
AmsterdamNL,Drugs and Chemicals,Stimulants,Cocaine,Cocaine,🇩🇪 20GR ★★ COLUMBIAN COCAINE FISHSCALE 92% ★★,453.16,Germany,Europe
HilfigerOriginal,Drugs and Chemicals,Ecstasy,MDMA,MDMA,[AUS-AUS] Premium Dutch Import 14 GR,800.00,Australia,Australia
TheHappyBear,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,OG KUSH X CHEESE - CHEESE OG - GROWN BY US - 28g,282.28,United Kingdom,Worldwide
AmsterdamNL,Drugs and Chemicals,Stimulants,Cocaine,Cocaine,🇩🇪 20GR ★★ COLUMBIAN COCAINE FISHSCALE 92% ★★,453.16,Germany,Europe
HilfigerOriginal,Drugs and Chemicals,Ecstasy,MDMA,MDMA,[AUS-AUS] Premium Dutch Import 14 GR,800.00,Australia,Australia
drkend,Drugs and Chemicals,,,Drugs and Chemicals,Buy SGT-78 Online (500),300.00,China,Worldwide
maurelius,Drugs and Chemicals,Cannabis & Hash,,Cannabis & Hash,14g Gelato 121.1£,170.92,United Kingdom,Europe
StrainPirate,Drugs and Chemicals,Cannabis & Hash,Vaping,Vaping,2x 1g Elite Extracts Cart,48.00,United States,United States
leavehonest07,Drugs and Chemicals,Ecstasy,MDMA,MDMA,MDMA USA to USA 3.5 gram,250.00,United States,United States
JOYinc,Drugs and Chemicals,Stimulants,Meth,Meth,7G Crystal Meth A++ Methamphetamine,240.00,United States,United States
powsub000,Drugs and Chemicals,Opiates,Buprenorphine,Buprenorphine,7 PILLS 8mg SUBUTEX BUPRENORPHINE ON BLISTER,83.56,France,Worldwide
jimmjoness,Drugs and Chemicals,Stimulants,Meth,Meth,3 Gr Crystal-Meth,69.03,,Worldwide
Lemmonflavor,Drugs and Chemicals,,,Drugs and Chemicals,25 pack THC Jolly Ranchers - 1250 MG TOTAL!,75.00,United States,United States
cannaland,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,REAL Exotic Big Apple Pie 7g,150.00,United States,United States
GreyGooseGlobal,Drugs and Chemicals,Ecstasy,Pills,Pills,50x II XTC BLUE EA-SPORTS II HIGH DOSED PILLS,84.77,Germany,Europe
DrugzFromNL,Drugs and Chemicals,Ecstasy,MDMA,MDMA,10gr High Quality Dutch AAA+ MDMA +90%,120.00,Netherlands,Worldwide
RoyalMailer,Drugs and Chemicals,Cannabis & Hash,Vaping,Vaping,1x Chocolate Chip Mint THC Vape Juice 10ml - UK,42.34,United Kingdom,Worldwide
loveloyalty,Drugs and Chemicals,,,Drugs and Chemicals,100 GR METH HQ,027.42,,Europe
BestBudz,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,"1 x 3,5gr ICE-O-LATOR CALI HASH PREMIUM CALI WEED",181.65,Germany,Germany
exclusivepharma,Drugs and Chemicals,Prescriptions Drugs,,Prescriptions Drugs,ZOPICLONE 7.5MG PHARMA 30 TABS,31.05,United Kingdom,Worldwide
Malavitoso,Drugs and Chemicals,Benzos,,Benzos,1g of Flualprozolam Powder,600.00,United States,United States
GreenConnection,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,20g ★ CARAMEL ICE ★ Top Shelf Indoor,181.63,Spain,Europe
snowwhite38,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,100g NEWW ★|| Critical Kush A++||★,847.68,Germany,Germany
PitStopUK,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,2g Gelato 41 REAL CALI IMPORT - UK,77.63,United Kingdom,United Kingdom
HappyChef,Drugs and Chemicals,Cannabis & Hash,Edibles,Edibles,T H C sugar 20 pack of 3 grams,90.00,United States,United States
MisterX,Drugs and Chemicals,Ecstasy,Pills,Pills,200 x XTC BLUE EA-SPORTS x 300MG MDMA x HARD PRESS,326.96,Germany,Europe
globalcokeuk,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,- 56 gram - COOKIE HAZE CANNABIS / WEED UK NDD,948.47,United Kingdom,Worldwide
dankservices,Drugs and Chemicals,Cannabis & Hash,Hash,Hash,2 Grams of CAT3 THC Distillate,79.99,United States,Worldwide
pepsihabit,Drugs and Chemicals,Psychedelics,Mushrooms,Mushrooms,28G Golden Teacher Shrooms,79.00,Canada,Worldwide
PowerPlant,Drugs and Chemicals,,,Drugs and Chemicals,Silver Haze 1000g,629.10,Germany,Germany
METHBUSTERS,Drugs and Chemicals,Psychedelics,2C-B,2C-B,2000x ★ 2CB NASA ROCKETS 26MG 2CB ★ STRONG PILLS,342.27,Germany,Europe
tig3r,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,7g Durban Poison(UK-UK)non-tracked,88.92,United Kingdom,United Kingdom
Pharmacy1,Drugs and Chemicals,,,Drugs and Chemicals,Cialis /Vidalista 20mg x 180 pills. Free shipping.,75.00,United States,United States
icemasters,Drugs and Chemicals,Stimulants,Meth,Meth,7.5 gr Pure MethAmphetamine 96% pure ice shards,248.25,Germany,Europe
LuckyBandits,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,100 Gram mixx off Amnesia Haze,604.27,Germany,Worldwide
Akhenaten,Drugs and Chemicals,Stimulants,Meth,Meth,Crystal Meth 16 Ounces,597.00,United States,United States
reddingtonn,Drugs and Chemicals,Ecstasy,Pills,Pills,XTC (6IXE9INE) 300mg 100 pieces,242.19,Netherlands,Worldwide
California420Service,Drugs and Chemicals,Cannabis & Hash,Vaping,Vaping,ALPINE DAYTIME DISPOSABLE VAPOR PEN- BLUE DREAM,90.00,United States,United States
drogenmeister,Drugs and Chemicals,Stimulants,Cocaine,Cocaine,1 to 500 GRAM Extremely high quality uncut COCAINE,0.01,Germany,"Germany, Spain, France, Greece, Croatia, Italy, Netherlands, Portugal"
WhiteDoc,Drugs and Chemicals,Stimulants,Meth,Meth,7G Crystal Meth / methamphetamine shards,155.00,United States,United States
phoenix4orce,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,New Vendor Sale OG Kush $100 ounces,100.00,United States,United States
StrainPirate,Drugs and Chemicals,Cannabis & Hash,Topical,Topical,2x THC Lip Balm,58.00,United States,United States
teknofuture,Drugs and Chemicals,Stimulants,Cocaine,Cocaine,2g Pure Colombian Cocaine,157.43,Spain,Worldwide
dankservices,Drugs and Chemicals,Cannabis & Hash,Hash,Hash,7 Grams of CRC Sugar Wax,174.99,United States,Worldwide
Pharmacy1,Drugs and Chemicals,,,Drugs and Chemicals,Viagra /Cenforce 100mg x 180 pills. Free shipping.,75.00,United States,United States
FGWL,Drugs and Chemicals,Stimulants,Meth,Meth,5gr. ICE / Methamphetamine 96%+ purity shards,193.75,Germany,Europe
dankservices,Drugs and Chemicals,Cannabis & Hash,Hash,Hash,1 Gram of Sugar Wax,24.99,United States,Worldwide
El-Chapo,Drugs and Chemicals,Stimulants,Cocaine,Cocaine,30g - EL-CHAPO'S SOCIAL COCAINE - FREE DELIVERY,357.04,United Kingdom,United Kingdom
DCUKConnection,Drugs and Chemicals,Psychedelics,DMT,DMT,2G DMT Powder,282.28,United Kingdom,United Kingdom
inc,Drugs and Chemicals,Ecstasy,MDMA,MDMA,MDMA 3.5G - GREEN UK IMPORT - INC.,269.76,Australia,Australia
QUICKDRUGSUK,Drugs and Chemicals,,,Drugs and Chemicals,3.5G PERUVIAN COCAINE HIGH PURITY,247.00,United Kingdom,Worldwide
kdw247,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,★★★*NEW* 25g CARIBBAEN FLAVOUR 24% THC ★★★,236.14,Germany,Europe
DrRelax,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,Ice Cream Cake Indica THC 21% 3.5 gram,49.40,United Kingdom,United Kingdom
ChuckNorrisTeam,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,14grams Orange Kush ONLY FOR UK  EU,141.14,United Kingdom,Worldwide
MadeInFrance,Drugs and Chemicals,Opiates,Oxycodone,Oxycodone,2 x Oxycodone like/Nasal Spray 15ml > 150+ Doses,326.96,France,Worldwide
UKDRUGSERVICE,Drugs and Chemicals,,,Drugs and Chemicals,£65 per gram. BOLIVIAN BRICK COCAINE - (5 grams),458.71,United Kingdom,Worldwide
amazondrugs,Drugs and Chemicals,Psychedelics,LSD,LSD,50x NEEDLEPOINT lsd 260ug doubledrop blotter TRIP,363.29,Portugal,Worldwide
AussieMD22,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,14G space cake FE,150.30,Australia,Australia
MisterX,Drugs and Chemicals,Ecstasy,Pills,Pills,10 x XTC BLUE EA-SPORTS x 300MG MDMA x HARD PRESS,36.33,Germany,Europe
ONEMILLION,Drugs and Chemicals,Stimulants,Speed,Speed,25 GR - Dutch Speed Paste 70% [AAA+],90.82,Germany,Europe
mdacanada,Drugs and Chemicals,Opiates,Oxycodone,Oxycodone,TEC (same percocet)  perfect copy 200 x TEC,028.09,Canada,Canada
WeedStarTHC,Drugs and Chemicals,Cannabis & Hash,,Cannabis & Hash,★ GSC BEST Full Spectrum THC Distillate ★ Dab ★ Va,49.40,United Kingdom,"United Kingdom, Ireland"
capNcook,Drugs and Chemicals,Psychedelics,LSD,LSD,50x Dutch LSD 200UG Jimmy Hendrix tabs,224.03,Netherlands,Worldwide
allinshop,Drugs and Chemicals,Steroids,,Steroids,NEW!! PARABOLAN 200mg/10ml -MADE in EU-,60.55,Germany,Worldwide
eu-supply,Drugs and Chemicals,Stimulants,Speed,Speed,PUREST SPEED on Darknet,45.00,Belgium,Worldwide
Mbappe2021,Drugs and Chemicals,Stimulants,Cocaine,Cocaine,0.5G COCAINE GUYANE 85%,54.49,France,France
Hofmanncrew,Drugs and Chemicals,Psychedelics,LSD,LSD,[PROMO] EU-WW 10x 200ug THE HOLY FAMILY,18.15,Netherlands,Worldwide
SteroidWarehouse,Drugs and Chemicals,Steroids,,Steroids,Nolvadex - 60 tb/10 mg - Balkan - expires 09/2022,31.49,Netherlands,Worldwide
FrankCostello,Drugs and Chemicals,Opiates,Oxycodone,Oxycodone,Oxycontin 3x 80mg (oxycodone) Xpress Post,49.35,Canada,Canada
drugshub,Drugs and Chemicals,Ecstasy,MDMA,MDMA,1000Gr Highest Quality DUTCH MDMA / Champagne-mdma,843.86,Netherlands,Worldwide
NextLevel,Drugs and Chemicals,Dissociatives,Ketamine,Ketamine,5 Gram Ketamine R- isomer 99% Shards,102.93,Netherlands,Worldwide
DeutscherHanfverband,Drugs and Chemicals,Opiates,,Opiates,Tilidin 1 Blister 10x Stück,36.33,Germany,Germany
WizardryGoodies,Drugs and Chemicals,,,Drugs and Chemicals,x100 1500MG Medical Distillate Caps TOP QUALITY,564.56,,United Kingdom
SteroidWarehouse,Drugs and Chemicals,Weight Loss,,Weight Loss,Sibutramine - 50 tb/20 mg - PHD – exp. 06/2023,72.66,Netherlands,Worldwide
BoOmers,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,1g Gelato 41,11.64,United Kingdom,Europe
SteroidWarehouse,Drugs and Chemicals,Steroids,,Steroids,Mechano growth factor – 5 mg–Peptide– exp. 07/2021,30.27,Netherlands,Worldwide
WVANORANJE,Drugs and Chemicals,,,Drugs and Chemicals,Colombian Coke Uncut (92%),0.61,Netherlands,Worldwide
DoctorXXL,Drugs and Chemicals,Stimulants,Meth,Meth,PROMO* Crystal Meth Shards 75% Ephedrine *2 Gram*,60.55,Germany,Worldwide
CocaColaCompany,Drugs and Chemicals,Benzos,Pills,Pills,2500x 2C-B pills super mario 22mg HQ,269.61,Germany,Worldwide
RoyalMailer,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,3.5g - MK Ultra HQ NDD UK2UK,56.46,United Kingdom,United Kingdom
MadeInFrance,Drugs and Chemicals,Benzos,Pills,Pills,Zopiclone (Imovane) 10 x 7.5 mg,19.38,France,Worldwide
Remedyplus,Drugs and Chemicals,,,Drugs and Chemicals,30 Tramadol 225mg Super Strong Top Quality $159,159.00,United States,United States
CanadaGoodies,Drugs and Chemicals,Stimulants,Cocaine,Cocaine,30g - High Quality Uncut Colombia Cocaine,480.00,Canada,Worldwide
TopShellNL,Drugs and Chemicals,Stimulants,Meth,Meth,0.5g Crystal Meth Ice 98% (FREE WW SHIP),36.33,Netherlands,Worldwide
Pygmalion,Drugs and Chemicals,Psychedelics,DMT,DMT,3g pure DMT,209.38,Germany,Worldwide
DutchPharmacy,Drugs and Chemicals,Stimulants,Speed,Speed,25 GRAM 94% PURE  SPEED AMPHETAMINE PASTA,90.82,Germany,Worldwide
americansteroids,Drugs and Chemicals,Steroids,,Steroids,Clomid Liquid,35.00,United States,United States
PartyPacks,Drugs and Chemicals,Benzos,,Benzos,Alprazolam blotter 4mg x100 tabs #blank large,120.00,United States,United States
Venture,Drugs and Chemicals,Psychedelics,2C-B,2C-B,15st 🔥 Badman 2cb pills 🔥,48.44,Netherlands,Worldwide
Coffeshop,Drugs and Chemicals,Stimulants,Speed,Speed,CHERRY SPEED 74% HQ  250 GRAM,302.74,Germany,Worldwide
dankman,Drugs and Chemicals,Cannabis & Hash,,Cannabis & Hash,BLOCK JAMICAN WEED 3.5g OFFER INTRO £15,21.17,United Kingdom,Worldwide
drkend,Drugs and Chemicals,Benzos,,Benzos,Buy Diclazepam Online ( 250g ),500.00,China,Worldwide
snowwhite38,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,50 GR ★|| LEMON HAZE BEST HQ A++||★,460.17,Germany,Germany
TheBodyShop,Drugs and Chemicals,Prescriptions Drugs,,Prescriptions Drugs,"BACLOFEN (lioresal), Baclosign 10 mg 500 tabs",89.00,India,Worldwide
DrugzDealerNRW,Drugs and Chemicals,Stimulants,Cocaine,Cocaine,7.5g Kokain 99%  mit Alkohol und Azeton gewaschen,726.58,Germany,Germany
WeedHunter1312,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,! 5G - 50€ SUPER LEMON HAZE -HIGH THC-,60.55,Germany,Europe
reflexlabs,Drugs and Chemicals,Ecstasy,,Ecstasy,10x XTC ecstasy MDMA Phillip Plein Pills 250mg,36.33,Belgium,Europe
auspride,Drugs and Chemicals,Ecstasy,MDMA,MDMA,Festival Pack 7 - MDMA and Ketamine,491.41,Australia,Australia
WeedPhantom,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,10g *TOP* Amnesia Haze A+++,121.10,Germany,Europe
exclusivepharma,Drugs and Chemicals,Benzos,Pills,Pills,RIVOTRIL 2MG BY GALENIKA (CLONAZEPAM) 60 TABS,63.51,United Kingdom,Worldwide
wellconnectedplug,Drugs and Chemicals,Stimulants,Cocaine,Cocaine,28g Fishscale Cocaine 94% Pure FREE SHIPPING,350.00,United States,United States
loveloyalty,Drugs and Chemicals,Ecstasy,MDMA,MDMA,100 GR MDMA 84% HQ,593.37,Germany,Europe
JanesAddiction,Drugs and Chemicals,Ecstasy,MDMA,MDMA,7g MDMA - Pure Purple Dutch Moonrock,610.00,United States,United States
Mont-Blanc,Drugs and Chemicals,Opiates,Heroin,Heroin,20 gram High Quality pure HEROIN #3 Light brown,817.40,Germany,Europe
Island_Paradise,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,[500 GRAMS] ★ SUPER SILVER HAZE A++ ★,543.03,Germany,Worldwide
drkend,Drugs and Chemicals,,,Drugs and Chemicals,Buy 6clbca Online (250),400.00,China,Worldwide
drugpluguk,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,✶14G AMNESIA HAZE CANNABIS✶,218.77,United Kingdom,Worldwide
medsguru,Drugs and Chemicals,Prescriptions Drugs,,Prescriptions Drugs,[US to US] 50 pills Cialis 20mg Tadalafil $39,39.00,United States,United States
MadeInFrance,Drugs and Chemicals,Opiates,,Opiates,French Methadone Pill 1 x 20 mg,12.11,France,Worldwide
Tboygang,Drugs and Chemicals,Stimulants,Adderal,Adderal,x25 Adderall 30mg giveaway 5pills extra,150.00,United States,United States
PremierLeague,Drugs and Chemicals,Ecstasy,,Ecstasy,125x XTC MDMA Pills The Skull 225mg,282.28,United Kingdom,United Kingdom
drugshub,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,500 Gr Dutch Harvest HAZE TOP TOP TOP QUALITY,843.86,Netherlands,Worldwide
Island_Paradise,Drugs and Chemicals,Dissociatives,Ketamine,Ketamine,[500 GRAMS] ★ KETAMINE HIGH QUALITY NEEDLE ★,146.61,Germany,Worldwide
jnenfrancis,Drugs and Chemicals,Cannabis & Hash,Hash,Hash,KETAMA GOLD HASH **FREE UK DELIVERY**,12.49,United Kingdom,Worldwide
radarbreeder,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,GELATO DAWG A++ 14G,165.14,United Kingdom,Europe
worlwidegrind_official,Drugs and Chemicals,Stimulants,Cocaine,Cocaine,1G cocaine 92% FISHSCALE Greece to WW,121.10,Greece,Worldwide
heyzeus,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,AAA+ Blue Ice Indoor Hydro 1oz FREE SHIPPING,190.00,United States,United States
CanadianSmoker12,Drugs and Chemicals,Cannabis & Hash,,Cannabis & Hash,1 Oz platinum Bubba OG (TOP SHELF!),280.00,,North America
ICEGOD,Drugs and Chemicals,Stimulants,Meth,Meth,2G CRYSTAL METH by ICEGOD,110.00,Canada,Worldwide
MadeInFrance,Drugs and Chemicals,Benzos,Pills,Pills,Tercian (Sanofi) 10 x 25 mg,84.77,France,Worldwide
bestgroup,Drugs and Chemicals,Steroids,,Steroids,CLENBUTEROL 200 MCG/ML MONSTERLAB 30 ML,19.00,,Worldwide
Island_Paradise,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,[100 GRAMS] ★ SUPER LEMON HAZE AA++ ★,726.58,Germany,Worldwide
GanjaHero,Drugs and Chemicals,Cannabis & Hash,,Cannabis & Hash,28 grams of top tier Diamonds aka Sugar,200.00,United States,United States
NarcoticsWorldwide,Drugs and Chemicals,Ecstasy,Pills,Pills,25x || BLUE FACEBOOK || 240MG MDMA XTC,60.55,Germany,Worldwide
ElizabethQueen2,Drugs and Chemicals,Opiates,Oxycodone,Oxycodone,2000x pills Oxy m30 blue Original ** ElizabethQuee,996.99,United Kingdom,United Kingdom
TCS13579,Drugs and Chemicals,Stimulants,Cocaine,Cocaine,RAW PREMIUM UNCUT COCAINE 94% UK-UK ONLY 1g,84.68,United Kingdom,Worldwide
RoyalMailer,Drugs and Chemicals,Ecstasy,Pills,Pills,25x Blue Punisher XTC 270mg IMPORT - UK,155.26,United Kingdom,United Kingdom
StealthPharmacy,Drugs and Chemicals,Benzos,Pills,Pills,UK Nitrazepam 5mg x 28 Tabs,42.34,United Kingdom,Europe
GodOfOpium,Drugs and Chemicals,,,Drugs and Chemicals,1.5g Persian Opium,63.51,United Kingdom,Europe
bostongeorge211,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,14 GRAMS (1/2 OZ) OPENING SALE!  'RUNTZ' (EXOTIC),140.00,United States,United States
kdw247,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,★★★*NEW* 100g CARAMEL DREAM 23% THC ++HQ++★★★,896.12,Germany,Germany
monoko,Drugs and Chemicals,Benzos,,Benzos,Kern Diazepam 10mg x 150 Tablets (5 Boxes),172.18,United Kingdom,Europe
marksandspencer,Drugs and Chemicals,Dissociatives,Ketamine,Ketamine,MS QUALITY FOOD KETAMINE GRANULAR S-ISOMER 1G,30.06,United Kingdom,United Kingdom
WizardofOZs,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,7G Orange Krush (Qaurter OZ of Medical Grade Fire),55.93,United States,United States
